order_id,order_date,region,segment,category,product,units,unit_price,discount,revenue,cost,profit
12765,2024-04-15,East,Consumer,Technology,Monitor,1,179.04,0.0,179.04,129.65,49.4
12766,2024-04-15,West,Corporate,Furniture,Desk,4,323.55,0.0,1294.2,917.77,376.43
12767,2024-04-15,West,Corporate,Office Supplies,Pen,2,1.88,0.024,3.67,2.53,1.15
12768,2024-04-15,West,Small Business,Technology,Laptop,2,813.2,0.05,1544.89,1098.2,446.69
12769,2024-04-15,South,Consumer,Technology,Laptop,1,813.13,0.0,812.82,638.22,174.6
12770,2024-04-15,North,Consumer,Office Supplies,Pen,1,2.11,0.052,2.0,1.64,0.36
12771,2024-04-15,South,Consumer,Office Supplies,Paper,1,5.06,0.008,5.02,3.85,1.17
12772,2024-04-15,East,Corporate,Office Supplies,Stapler,1,7.5,0.007,7.45,4.76,2.69
12773,2024-04-15,West,Small Business,Technology,Mouse,2,21.94,0.018,43.1,30.55,12.55
12774,2024-04-15,East,Small Business,Technology,Mouse,1,20.35,0.057,19.19,12.45,6.74
12775,2024-04-15,South,Home Office,Office Supplies,Pen,1,2.19,0.022,2.14,1.68,0.47
12776,2024-04-15,East,Consumer,Technology,Mouse,1,19.89,0.0,19.89,14.31,5.58
12777,2024-04-15,West,Home Office,Office Supplies,Binder,2,5.64,0.0,11.27,6.89,4.38
12778,2024-04-15,South,Home Office,Office Supplies,Paper,1,4.47,0.0,4.47,3.17,1.3
12779,2024-04-15,South,Corporate,Furniture,Table,1,282.49,0.0,282.49,180.55,101.94
12780,2024-04-15,South,Consumer,Office Supplies,Stapler,1,7.65,0.015,7.53,4.85,2.68
12781,2024-04-15,West,Home Office,Technology,Mouse,1,18.8,0.0,18.8,13.75,5.05
12782,2024-04-15,East,Consumer,Technology,Laptop,1,816.93,0.035,788.29,534.39,253.9
12783,2024-04-15,East,Small Business,Office Supplies,Paper,1,4.93,0.042,4.72,3.11,1.62
12784,2024-04-15,West,Corporate,Furniture,Chair,1,135.95,0.012,134.3,105.61,28.69
12785,2024-04-15,North,Consumer,Office Supplies,Pen,1,1.84,0.003,1.83,1.25,0.58
12786,2024-04-15,South,Corporate,Technology,Laptop,1,855.24,0.041,820.08,548.7,271.37
12787,2024-04-15,North,Home Office,Office Supplies,Pen,2,1.98,0.044,3.79,2.55,1.24
12788,2024-04-15,West,Small Business,Office Supplies,Pen,1,2.01,0.018,1.98,1.37,0.61
12789,2024-04-15,East,Small Business,Furniture,Bookcase,3,142.8,0.022,418.85,272.36,146.49
12790,2024-04-15,West,Consumer,Furniture,Bookcase,4,159.57,0.038,613.91,495.57,118.34
12791,2024-04-15,East,Small Business,Technology,Keyboard,1,34.13,0.016,33.58,23.44,10.14
12792,2024-04-15,North,Corporate,Furniture,Desk,3,304.19,0.042,873.9,585.0,288.9
12793,2024-04-15,South,Home Office,Furniture,Chair,2,121.91,0.032,235.92,170.11,65.81
12794,2024-04-15,South,Small Business,Furniture,Desk,1,340.83,0.0,340.83,257.91,82.92
12795,2024-04-15,North,Corporate,Furniture,Chair,1,108.03,0.062,101.29,85.95,15.34
12796,2024-04-15,East,Small Business,Office Supplies,Binder,1,5.99,0.015,5.9,4.64,1.26
12797,2024-04-15,East,Home Office,Furniture,Table,1,215.42,0.031,208.68,165.78,42.9
12798,2024-04-15,West,Home Office,Furniture,Desk,1,306.7,0.041,294.24,233.9,60.35
12799,2024-04-15,North,Home Office,Office Supplies,Paper,1,5.08,0.024,4.96,4.03,0.93
12800,2024-04-15,West,Small Business,Office Supplies,Pen,1,1.93,0.044,1.85,1.4,0.45
12801,2024-04-16,East,Consumer,Technology,Monitor,1,195.58,0.028,190.1,154.1,36.0
12802,2024-04-16,South,Small Business,Office Supplies,Binder,1,5.89,0.001,5.89,4.15,1.74
12803,2024-04-16,East,Corporate,Furniture,Table,3,246.41,0.03,716.73,564.39,152.34
12804,2024-04-16,East,Consumer,Furniture,Chair,1,125.69,0.029,122.09,93.45,28.64
12805,2024-04-16,West,Consumer,Technology,Keyboard,1,27.03,0.022,26.44,17.76,8.68
12806,2024-04-16,North,Consumer,Furniture,Bookcase,2,128.33,0.0,256.65,192.78,63.87
12807,2024-04-16,North,Small Business,Furniture,Chair,1,121.0,0.0,121.0,77.83,43.18
12808,2024-04-16,North,Home Office,Technology,Keyboard,2,31.04,0.016,61.07,40.88,20.19
12809,2024-04-16,East,Corporate,Technology,Keyboard,4,34.26,0.007,136.07,106.7,29.37
12810,2024-04-16,South,Corporate,Furniture,Cabinet,1,173.65,0.03,168.38,112.42,55.96
12811,2024-04-16,North,Home Office,Technology,Laptop,3,933.57,0.01,2773.82,1813.53,960.29
12812,2024-04-16,West,Home Office,Technology,Monitor,2,218.9,0.02,428.99,290.98,138.01
12813,2024-04-16,West,Small Business,Technology,Keyboard,2,27.15,0.005,54.06,38.14,15.92
12814,2024-04-16,East,Home Office,Technology,Headphones,2,90.68,0.015,178.68,109.03,69.64
12815,2024-04-16,West,Home Office,Office Supplies,Binder,1,6.74,0.019,6.61,4.74,1.87
12816,2024-04-16,South,Home Office,Technology,Monitor,2,211.57,0.017,416.01,327.32,88.69
12817,2024-04-16,South,Home Office,Furniture,Chair,1,137.08,0.018,134.68,82.72,51.96
12818,2024-04-16,East,Small Business,Office Supplies,Binder,1,5.12,0.03,4.96,3.78,1.19
12819,2024-04-17,West,Small Business,Technology,Mouse,4,21.44,0.039,82.42,54.55,27.87
12820,2024-04-17,West,Home Office,Office Supplies,Pen,1,2.21,0.028,2.15,1.56,0.58
12821,2024-04-17,West,Home Office,Furniture,Table,1,256.16,0.019,251.35,198.11,53.25
12822,2024-04-17,West,Small Business,Furniture,Chair,1,121.76,0.026,118.56,73.14,45.42
12823,2024-04-17,North,Small Business,Technology,Mouse,1,18.83,0.005,18.74,12.65,6.08
12824,2024-04-17,East,Corporate,Office Supplies,Calendar,1,8.63,0.017,8.48,6.34,2.15
12825,2024-04-17,East,Corporate,Office Supplies,Calendar,1,10.4,0.051,9.87,7.96,1.9
12826,2024-04-17,East,Consumer,Furniture,Desk,4,340.82,0.0,1362.67,1046.9,315.77
12827,2024-04-17,West,Consumer,Furniture,Cabinet,4,180.62,0.001,721.99,514.49,207.5
12828,2024-04-17,West,Consumer,Technology,Laptop,1,1015.46,0.028,987.31,692.0,295.31
12829,2024-04-17,East,Consumer,Furniture,Cabinet,1,186.47,0.01,184.69,113.1,71.6
12830,2024-04-17,North,Home Office,Office Supplies,Stapler,1,8.71,0.036,8.4,5.73,2.67
12831,2024-04-17,East,Consumer,Technology,Headphones,3,82.64,0.0,247.92,176.54,71.38
12832,2024-04-17,North,Corporate,Office Supplies,Binder,1,5.83,0.032,5.64,4.5,1.14
12833,2024-04-17,West,Corporate,Technology,Mouse,1,22.7,0.0,22.7,16.46,6.24
12834,2024-04-17,East,Home Office,Office Supplies,Paper,2,5.51,0.041,10.56,8.69,1.87
12835,2024-04-17,West,Corporate,Technology,Laptop,1,895.68,0.009,887.3,663.13,224.17
12836,2024-04-17,North,Corporate,Office Supplies,Paper,1,5.29,0.019,5.19,3.6,1.59
12837,2024-04-17,North,Corporate,Technology,Laptop,1,810.86,0.0,810.86,503.75,307.1
12838,2024-04-17,West,Consumer,Office Supplies,Stapler,1,7.29,0.0,7.29,4.81,2.48
12839,2024-04-17,West,Consumer,Technology,Keyboard,2,31.91,0.007,63.41,46.4,17.01
12840,2024-04-17,West,Small Business,Technology,Mouse,2,22.82,0.016,44.92,28.97,15.95
12841,2024-04-17,East,Small Business,Office Supplies,Calendar,1,8.77,0.0,8.77,6.03,2.74
12842,2024-04-17,North,Small Business,Technology,Laptop,2,854.35,0.071,1586.6,1210.59,376.01
12843,2024-04-18,South,Corporate,Office Supplies,Binder,1,5.22,0.022,5.1,3.71,1.39
12844,2024-04-18,South,Corporate,Furniture,Table,1,265.25,0.0,265.25,169.89,95.36
12845,2024-04-18,East,Home Office,Office Supplies,Paper,1,5.17,0.031,5.01,3.53,1.48
12846,2024-04-18,West,Home Office,Office Supplies,Pen,1,1.77,0.016,1.74,1.32,0.42
12847,2024-04-18,West,Small Business,Office Supplies,Paper,1,5.32,0.032,5.16,4.01,1.15
12848,2024-04-18,West,Small Business,Furniture,Desk,1,337.34,0.017,331.58,211.87,119.71
12849,2024-04-18,North,Home Office,Furniture,Chair,6,121.57,0.039,700.95,452.09,248.86
12850,2024-04-18,West,Consumer,Office Supplies,Pen,1,1.94,0.017,1.9,1.24,0.67
12851,2024-04-18,North,Small Business,Technology,Keyboard,4,30.29,0.032,117.33,83.22,34.11
12852,2024-04-18,South,Small Business,Office Supplies,Stapler,2,7.33,0.013,14.47,10.94,3.52
12853,2024-04-18,East,Consumer,Technology,Keyboard,1,28.18,0.05,26.77,19.56,7.21
12854,2024-04-18,South,Home Office,Office Supplies,Calendar,1,10.01,0.018,9.83,7.71,2.12
12855,2024-04-18,West,Consumer,Technology,Mouse,1,17.44,0.041,16.72,12.45,4.28
12856,2024-04-18,East,Home Office,Furniture,Desk,2,344.64,0.024,672.82,483.62,189.2
12857,2024-04-18,East,Home Office,Furniture,Chair,1,102.17,0.009,101.21,71.71,29.5
12858,2024-04-18,West,Small Business,Furniture,Cabinet,3,200.27,0.024,586.19,470.62,115.57
12859,2024-04-18,South,Home Office,Technology,Keyboard,2,26.83,0.028,52.17,41.38,10.79
12860,2024-04-18,East,Small Business,Technology,Laptop,1,816.24,0.03,791.64,640.99,150.65
12861,2024-04-18,North,Corporate,Technology,Laptop,1,849.64,0.01,841.18,622.8,218.38
12862,2024-04-18,North,Small Business,Office Supplies,Stapler,1,7.82,0.041,7.51,6.23,1.28
12863,2024-04-18,East,Corporate,Office Supplies,Binder,1,5.89,0.024,5.75,3.81,1.94
12864,2024-04-18,North,Corporate,Office Supplies,Stapler,3,7.06,0.007,21.04,13.86,7.18
12865,2024-04-18,West,Consumer,Technology,Headphones,1,87.86,0.008,87.13,53.15,33.98
12866,2024-04-18,East,Consumer,Technology,Laptop,1,828.97,0.024,809.12,612.38,196.74
12867,2024-04-18,West,Home Office,Office Supplies,Paper,1,4.47,0.015,4.4,3.31,1.09
12868,2024-04-18,South,Home Office,Technology,Monitor,2,190.16,0.044,363.7,241.11,122.59
12869,2024-04-18,West,Corporate,Office Supplies,Calendar,1,10.69,0.073,9.91,7.36,2.55
12870,2024-04-18,South,Corporate,Furniture,Table,1,228.36,0.0,228.31,149.15,79.16
12871,2024-04-18,West,Home Office,Technology,Mouse,1,17.22,0.006,17.12,10.97,6.15
12872,2024-04-18,South,Small Business,Office Supplies,Binder,1,6.3,0.043,6.03,4.69,1.35
12873,2024-04-18,North,Consumer,Office Supplies,Paper,2,4.28,0.022,8.38,6.4,1.97
12874,2024-04-18,South,Consumer,Technology,Laptop,1,811.56,0.001,810.8,584.54,226.26
12875,2024-04-18,East,Small Business,Office Supplies,Calendar,1,10.12,0.043,9.68,7.47,2.21
12876,2024-04-18,North,Home Office,Technology,Headphones,2,86.52,0.015,170.42,106.06,64.37
12877,2024-04-18,West,Corporate,Technology,Headphones,1,81.38,0.032,78.76,64.4,14.35
12878,2024-04-18,West,Home Office,Furniture,Cabinet,1,187.49,0.039,180.13,121.28,58.85
12879,2024-04-18,South,Consumer,Furniture,Table,1,253.7,0.022,248.19,152.29,95.91
12880,2024-04-18,West,Consumer,Office Supplies,Paper,1,5.71,0.006,5.67,4.25,1.42
12881,2024-04-18,South,Home Office,Technology,Laptop,1,904.54,0.015,891.16,581.34,309.82
12882,2024-04-18,West,Corporate,Technology,Headphones,3,82.78,0.023,242.7,180.48,62.22
12883,2024-04-18,East,Consumer,Technology,Keyboard,2,33.89,0.021,66.32,47.61,18.7
12884,2024-04-18,East,Small Business,Office Supplies,Pen,1,1.81,0.0,1.81,1.32,0.49
12885,2024-04-18,North,Corporate,Furniture,Chair,1,109.12,0.02,106.93,75.94,31.0
12886,2024-04-18,South,Home Office,Furniture,Cabinet,1,210.89,0.039,202.6,140.83,61.76
12887,2024-04-19,North,Consumer,Office Supplies,Stapler,1,7.98,0.023,7.8,5.26,2.54
12888,2024-04-19,East,Consumer,Technology,Keyboard,1,27.14,0.018,26.65,17.98,8.67
12889,2024-04-19,West,Home Office,Technology,Keyboard,2,29.25,0.021,57.29,43.8,13.49
12890,2024-04-19,North,Corporate,Technology,Headphones,1,77.43,0.036,74.61,51.98,22.64
12891,2024-04-19,East,Consumer,Technology,Monitor,2,203.93,0.0,407.85,280.3,127.55
12892,2024-04-19,North,Consumer,Furniture,Chair,1,117.51,0.024,114.72,82.29,32.43
12893,2024-04-19,West,Consumer,Office Supplies,Stapler,1,8.88,0.029,8.63,6.47,2.15
12894,2024-04-19,South,Home Office,Office Supplies,Paper,1,4.64,0.034,4.48,3.14,1.34
12895,2024-04-19,North,Consumer,Furniture,Cabinet,1,189.1,0.0,189.1,136.95,52.15
12896,2024-04-19,South,Home Office,Furniture,Table,1,273.43,0.015,269.42,190.12,79.3
12897,2024-04-19,East,Corporate,Technology,Laptop,1,769.74,0.032,744.93,557.17,187.76
12898,2024-04-19,North,Corporate,Office Supplies,Calendar,5,11.2,0.0,55.99,44.46,11.53
12899,2024-04-19,West,Consumer,Office Supplies,Stapler,3,7.0,0.033,20.31,13.28,7.03
12900,2024-04-19,North,Small Business,Furniture,Desk,1,295.14,0.053,279.62,195.3,84.32
12901,2024-04-19,West,Small Business,Office Supplies,Binder,1,6.23,0.028,6.05,3.95,2.1
12902,2024-04-19,North,Small Business,Technology,Headphones,1,73.55,0.01,72.78,57.21,15.58
12903,2024-04-19,East,Home Office,Technology,Keyboard,1,25.91,0.076,23.94,15.59,8.36
12904,2024-04-19,West,Consumer,Technology,Mouse,1,18.6,0.0,18.6,12.44,6.16
12905,2024-04-19,North,Consumer,Technology,Monitor,2,181.05,0.026,352.52,278.12,74.41
12906,2024-04-19,North,Consumer,Office Supplies,Binder,1,5.17,0.013,5.1,3.25,1.86
12907,2024-04-19,North,Consumer,Technology,Mouse,1,17.47,0.037,16.82,13.83,2.99
12908,2024-04-19,West,Corporate,Furniture,Chair,1,135.61,0.03,131.54,87.33,44.2
12909,2024-04-19,East,Home Office,Office Supplies,Binder,2,6.67,0.038,12.83,10.12,2.71
12910,2024-04-19,East,Corporate,Office Supplies,Stapler,3,7.43,0.007,22.14,14.84,7.3
12911,2024-04-19,West,Consumer,Office Supplies,Paper,1,4.84,0.0,4.84,3.83,1.01
12912,2024-04-19,North,Home Office,Office Supplies,Binder,2,6.64,0.007,13.19,9.12,4.07
12913,2024-04-19,West,Home Office,Technology,Monitor,3,224.77,0.006,670.01,506.41,163.6
12914,2024-04-19,East,Home Office,Office Supplies,Pen,1,1.93,0.015,1.9,1.38,0.52
12915,2024-04-19,South,Home Office,Furniture,Cabinet,1,217.07,0.029,210.78,156.12,54.66
12916,2024-04-19,North,Consumer,Furniture,Table,3,213.94,0.014,632.66,399.5,233.16
12917,2024-04-19,West,Home Office,Technology,Mouse,3,20.95,0.006,62.48,45.01,17.47
12918,2024-04-20,South,Corporate,Furniture,Cabinet,1,179.33,0.0,179.33,128.97,50.36
12919,2024-04-20,South,Consumer,Furniture,Desk,1,297.41,0.0,297.41,180.04,117.37
12920,2024-04-20,North,Corporate,Office Supplies,Stapler,1,7.83,0.008,7.77,6.05,1.72
12921,2024-04-20,West,Consumer,Technology,Monitor,1,216.86,0.025,211.54,173.12,38.42
12922,2024-04-20,North,Home Office,Furniture,Cabinet,4,184.24,0.027,717.28,506.67,210.61
12923,2024-04-20,West,Home Office,Technology,Laptop,1,836.69,0.025,816.03,576.56,239.47
12924,2024-04-20,East,Small Business,Furniture,Chair,1,135.4,0.049,128.75,83.8,44.95
12925,2024-04-20,West,Small Business,Furniture,Chair,3,110.14,0.002,329.66,241.62,88.04
12926,2024-04-20,South,Corporate,Furniture,Desk,3,284.94,0.025,833.53,614.21,219.31
12927,2024-04-20,West,Consumer,Office Supplies,Pen,2,2.15,0.02,4.21,3.21,1.01
12928,2024-04-20,North,Home Office,Technology,Headphones,1,79.21,0.008,78.58,62.22,16.35
12929,2024-04-20,East,Home Office,Office Supplies,Binder,1,5.84,0.002,5.83,3.79,2.04
12930,2024-04-21,North,Home Office,Office Supplies,Calendar,1,11.25,0.022,11.0,7.66,3.34
12931,2024-04-21,West,Small Business,Office Supplies,Paper,1,4.94,0.003,4.93,3.21,1.71
12932,2024-04-21,North,Small Business,Office Supplies,Pen,3,2.2,0.01,6.54,4.36,2.17
12933,2024-04-21,West,Small Business,Office Supplies,Calendar,2,8.66,0.018,17.0,13.47,3.53
12934,2024-04-21,East,Corporate,Furniture,Table,2,256.19,0.0,512.38,364.09,148.29
12935,2024-04-21,South,Corporate,Technology,Keyboard,2,32.8,0.0,65.6,42.2,23.4
12936,2024-04-21,East,Consumer,Technology,Headphones,1,72.53,0.045,69.24,54.53,14.71
12937,2024-04-21,East,Home Office,Office Supplies,Stapler,1,6.95,0.002,6.94,4.67,2.27
12938,2024-04-21,North,Home Office,Furniture,Bookcase,3,145.71,0.062,409.89,299.79,110.1
12939,2024-04-21,East,Consumer,Technology,Keyboard,1,34.08,0.0,34.08,26.24,7.84
12940,2024-04-21,East,Home Office,Technology,Monitor,1,202.27,0.035,195.2,152.95,42.25
12941,2024-04-21,West,Consumer,Furniture,Chair,1,136.87,0.0,136.87,100.52,36.35
12942,2024-04-21,West,Consumer,Furniture,Table,2,234.65,0.006,466.57,283.59,182.98
12943,2024-04-21,South,Small Business,Technology,Headphones,1,90.09,0.0,90.09,69.89,20.19
12944,2024-04-21,North,Home Office,Office Supplies,Calendar,1,10.17,0.0,10.17,6.59,3.57
12945,2024-04-21,East,Consumer,Furniture,Desk,1,297.52,0.009,294.77,207.77,87.01
12946,2024-04-22,East,Home Office,Furniture,Table,1,254.3,0.0,254.3,197.77,56.53
12947,2024-04-22,South,Corporate,Office Supplies,Binder,1,5.98,0.012,5.91,4.48,1.43
12948,2024-04-22,South,Consumer,Technology,Laptop,1,769.8,0.001,768.9,467.05,301.85
12949,2024-04-22,North,Corporate,Office Supplies,Calendar,1,11.04,0.017,10.85,7.95,2.9
12950,2024-04-22,West,Home Office,Technology,Headphones,1,79.93,0.0,79.93,48.61,31.33
12951,2024-04-22,South,Consumer,Office Supplies,Pen,1,1.79,0.018,1.75,1.31,0.45
12952,2024-04-22,East,Consumer,Office Supplies,Pen,2,2.15,0.029,4.18,2.97,1.21
12953,2024-04-22,North,Corporate,Furniture,Chair,3,120.46,0.039,347.41,251.2,96.2
12954,2024-04-22,North,Small Business,Technology,Headphones,2,83.45,0.06,156.87,120.6,36.27
12955,2024-04-22,North,Corporate,Technology,Keyboard,2,30.18,0.047,57.52,44.44,13.08
12956,2024-04-22,East,Small Business,Technology,Monitor,1,170.09,0.014,167.73,121.1,46.63
12957,2024-04-22,East,Corporate,Technology,Keyboard,1,28.75,0.021,28.14,19.52,8.62
12958,2024-04-22,East,Home Office,Furniture,Bookcase,1,154.9,0.036,149.3,114.25,35.05
12959,2024-04-22,West,Home Office,Office Supplies,Paper,2,4.92,0.018,9.65,6.46,3.19
12960,2024-04-22,South,Home Office,Technology,Keyboard,1,34.25,0.01,33.91,24.38,9.53
12961,2024-04-22,South,Consumer,Technology,Headphones,2,78.88,0.014,155.47,104.6,50.88
12962,2024-04-22,South,Home Office,Office Supplies,Calendar,1,10.87,0.044,10.39,6.91,3.47
12963,2024-04-22,East,Corporate,Furniture,Cabinet,1,187.46,0.021,183.54,142.26,41.29
12964,2024-04-22,North,Corporate,Furniture,Chair,1,129.47,0.02,126.91,82.05,44.86
12965,2024-04-22,North,Corporate,Office Supplies,Calendar,1,11.34,0.025,11.06,7.47,3.6
12966,2024-04-22,West,Consumer,Office Supplies,Paper,1,5.67,0.013,5.59,4.21,1.39
12967,2024-04-22,West,Small Business,Furniture,Bookcase,1,148.86,0.054,140.81,92.59,48.21
12968,2024-04-22,South,Home Office,Technology,Keyboard,1,34.29,0.027,33.35,26.04,7.31
12969,2024-04-22,South,Home Office,Technology,Monitor,1,217.12,0.014,213.99,135.57,78.41
12970,2024-04-22,East,Consumer,Office Supplies,Binder,1,6.1,0.008,6.05,4.62,1.43
12971,2024-04-22,West,Small Business,Furniture,Chair,1,118.72,0.015,116.94,89.0,27.95
12972,2024-04-22,East,Consumer,Furniture,Table,1,283.54,0.006,281.76,224.23,57.52
12973,2024-04-22,South,Small Business,Furniture,Desk,1,285.62,0.008,283.3,189.55,93.76
12974,2024-04-23,South,Corporate,Furniture,Cabinet,1,209.41,0.016,206.09,153.03,53.06
12975,2024-04-23,South,Home Office,Furniture,Bookcase,1,172.18,0.007,170.91,126.67,44.24
12976,2024-04-23,East,Consumer,Technology,Monitor,1,174.73,0.034,168.81,114.51,54.3
12977,2024-04-23,West,Corporate,Office Supplies,Stapler,1,7.26,0.005,7.23,5.19,2.04
12978,2024-04-23,South,Corporate,Furniture,Chair,2,108.62,0.009,215.22,150.53,64.68
12979,2024-04-23,South,Consumer,Furniture,Bookcase,1,130.01,0.013,128.27,103.43,24.84
12980,2024-04-23,West,Consumer,Technology,Laptop,1,788.38,0.049,749.41,566.44,182.96
12981,2024-04-23,West,Consumer,Office Supplies,Binder,1,6.12,0.032,5.93,4.67,1.26
12982,2024-04-23,North,Corporate,Office Supplies,Calendar,2,11.14,0.032,21.56,17.54,4.02
12983,2024-04-23,West,Small Business,Furniture,Desk,3,326.16,0.0,978.48,723.51,254.96
12984,2024-04-23,West,Corporate,Office Supplies,Pen,1,1.86,0.002,1.85,1.2,0.66
12985,2024-04-23,North,Home Office,Furniture,Cabinet,1,214.5,0.025,209.17,158.45,50.72
12986,2024-04-23,North,Consumer,Technology,Keyboard,1,31.16,0.003,31.06,23.45,7.62
12987,2024-04-23,West,Small Business,Office Supplies,Stapler,1,8.98,0.029,8.72,6.84,1.88
12988,2024-04-23,West,Home Office,Furniture,Desk,1,326.84,0.03,316.87,204.42,112.45
12989,2024-04-23,South,Consumer,Technology,Laptop,1,843.75,0.006,838.48,527.05,311.43
12990,2024-04-23,East,Small Business,Furniture,Bookcase,1,154.01,0.009,152.57,100.24,52.33
12991,2024-04-23,West,Corporate,Office Supplies,Calendar,1,10.46,0.0,10.46,6.53,3.93
12992,2024-04-23,East,Consumer,Technology,Keyboard,1,34.26,0.006,34.06,23.28,10.78
12993,2024-04-23,West,Home Office,Technology,Headphones,1,79.77,0.031,77.3,49.05,28.25
12994,2024-04-23,West,Home Office,Furniture,Table,1,242.4,0.009,240.11,152.08,88.03
12995,2024-04-23,East,Corporate,Technology,Laptop,3,1025.0,0.0,3075.01,2356.4,718.61
12996,2024-04-23,South,Small Business,Office Supplies,Pen,4,1.78,0.015,7.0,4.99,2.01
12997,2024-04-23,East,Consumer,Furniture,Bookcase,1,146.68,0.01,145.22,91.85,53.37
12998,2024-04-23,South,Consumer,Furniture,Bookcase,1,151.4,0.057,142.77,95.27,47.5
12999,2024-04-23,West,Small Business,Technology,Mouse,1,22.91,0.0,22.91,14.19,8.72
13000,2024-04-23,East,Home Office,Office Supplies,Paper,2,4.36,0.012,8.61,6.76,1.85
13001,2024-04-23,South,Home Office,Technology,Laptop,1,848.61,0.033,820.44,559.6,260.85
13002,2024-04-23,South,Corporate,Technology,Headphones,2,85.37,0.013,168.51,125.32,43.2
13003,2024-04-23,North,Corporate,Technology,Monitor,1,207.08,0.036,199.66,143.3,56.35
13004,2024-04-23,North,Home Office,Technology,Keyboard,1,31.29,0.041,30.02,24.29,5.73
13005,2024-04-23,West,Small Business,Office Supplies,Binder,1,6.03,0.017,5.93,4.03,1.89
13006,2024-04-23,West,Home Office,Technology,Laptop,1,896.11,0.023,875.8,621.22,254.58
13007,2024-04-23,West,Small Business,Furniture,Bookcase,1,138.91,0.026,135.32,108.88,26.44
13008,2024-04-24,North,Corporate,Furniture,Chair,2,129.52,0.0,259.04,198.93,60.1
13009,2024-04-24,East,Consumer,Office Supplies,Binder,1,6.1,0.016,6.0,4.51,1.49
13010,2024-04-24,North,Home Office,Technology,Headphones,1,91.11,0.025,88.84,56.91,31.93
13011,2024-04-24,East,Home Office,Furniture,Cabinet,2,207.12,0.008,410.82,317.98,92.84
13012,2024-04-24,North,Home Office,Technology,Monitor,1,225.31,0.026,219.45,136.82,82.63
13013,2024-04-24,North,Home Office,Technology,Headphones,1,88.37,0.031,85.65,55.48,30.17
13014,2024-04-24,North,Consumer,Technology,Mouse,2,19.84,0.024,38.73,29.73,9.0
13015,2024-04-24,West,Corporate,Office Supplies,Binder,2,6.77,0.036,13.04,9.33,3.71
13016,2024-04-24,East,Small Business,Technology,Monitor,1,203.48,0.012,201.13,129.61,71.51
13017,2024-04-24,South,Small Business,Furniture,Desk,1,287.23,0.044,274.71,223.71,51.0
13018,2024-04-24,South,Consumer,Office Supplies,Binder,1,6.32,0.029,6.14,4.76,1.38
13019,2024-04-24,North,Small Business,Technology,Monitor,2,179.04,0.016,352.44,234.82,117.62
13020,2024-04-24,South,Corporate,Technology,Monitor,1,184.32,0.018,180.93,144.42,36.5
13021,2024-04-24,East,Small Business,Office Supplies,Calendar,1,10.1,0.004,10.05,7.87,2.18
13022,2024-04-24,South,Home Office,Furniture,Cabinet,1,208.8,0.005,207.74,139.92,67.82
13023,2024-04-24,South,Home Office,Technology,Keyboard,2,33.9,0.0,67.8,41.16,26.65
13024,2024-04-24,West,Small Business,Office Supplies,Stapler,2,9.11,0.038,17.53,14.33,3.2
13025,2024-04-24,East,Small Business,Furniture,Chair,1,109.35,0.052,103.67,77.54,26.13
13026,2024-04-24,South,Consumer,Furniture,Table,1,271.73,0.025,264.96,173.65,91.31
13027,2024-04-24,West,Home Office,Technology,Monitor,1,170.55,0.04,163.76,109.16,54.6
13028,2024-04-24,North,Corporate,Furniture,Bookcase,1,170.7,0.0,170.65,115.36,55.29
13029,2024-04-24,North,Home Office,Office Supplies,Stapler,1,7.25,0.005,7.22,4.88,2.34
13030,2024-04-24,South,Small Business,Furniture,Cabinet,1,224.94,0.042,215.61,157.37,58.24
13031,2024-04-24,West,Corporate,Technology,Keyboard,3,26.16,0.008,77.83,48.49,29.34
13032,2024-04-24,East,Corporate,Furniture,Chair,1,130.45,0.063,122.18,102.18,20.0
13033,2024-04-24,East,Home Office,Office Supplies,Pen,3,2.0,0.0,6.0,4.78,1.22
13034,2024-04-24,West,Small Business,Furniture,Table,2,232.41,0.005,462.45,298.3,164.15
13035,2024-04-24,West,Home Office,Technology,Keyboard,1,28.66,0.036,27.62,18.44,9.18
13036,2024-04-24,West,Corporate,Furniture,Chair,1,125.67,0.04,120.62,75.79,44.83
13037,2024-04-24,East,Small Business,Furniture,Desk,3,334.94,0.013,991.28,652.08,339.2
13038,2024-04-24,South,Corporate,Office Supplies,Paper,3,4.68,0.028,13.65,9.58,4.07
13039,2024-04-24,East,Corporate,Office Supplies,Calendar,1,8.58,0.021,8.39,5.41,2.98
13040,2024-04-24,North,Consumer,Furniture,Chair,1,108.83,0.024,106.23,72.65,33.58
13041,2024-04-25,East,Home Office,Office Supplies,Paper,1,5.26,0.051,4.99,3.77,1.21
13042,2024-04-25,North,Corporate,Furniture,Cabinet,2,199.52,0.011,394.48,305.06,89.42
13043,2024-04-25,South,Corporate,Office Supplies,Stapler,1,8.65,0.019,8.48,6.86,1.62
13044,2024-04-25,South,Home Office,Technology,Keyboard,1,32.3,0.052,30.62,25.07,5.55
13045,2024-04-25,East,Small Business,Technology,Headphones,1,87.17,0.023,85.14,55.97,29.17
13046,2024-04-25,South,Consumer,Technology,Laptop,1,858.8,0.024,838.43,675.25,163.18
13047,2024-04-25,North,Small Business,Furniture,Chair,1,123.35,0.0,123.32,76.99,46.34
13048,2024-04-25,South,Home Office,Furniture,Chair,2,108.74,0.0,217.48,165.31,52.17
